NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,POPULATION_NBR
23052,M,70-79,1,1,Merchtem,VLAAMS-BRABANT,VLAAMS GEWEST,Amalo,657,6,85,0,566,6,1,0,5,0,0,670
42011,M,18-29,1,0,Lebbeke,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,1180,19,29,0,979,19,11,0,161,0,0,1310
11007,M,50-59,1,0,Borsbeek,ANTWERPEN,VLAAMS GEWEST,ZORA,653,2,145,0,236,0,264,2,8,0,0,709
24038,V,18-29,1,0,Herent,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Zuid,1507,10,140,0,1322,10,27,0,18,0,0,1592
46020,V,40-49,1,0,Sint-Gillis-Waas,OOST-VLAANDEREN,VLAAMS GEWEST,N-O-Waasland,1248,8,179,4,913,4,12,0,144,0,0,1324
71016,M,60-69,1,0,Genk,LIMBURG,VLAAMS GEWEST,Kemp en Duin,2186,15,549,8,1596,7,19,0,18,4,0,2344
24009,M,40-49,1,0,Bertem,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Zuid,638,2,103,1,409,1,4,0,121,1,0,672
43005,M,70-79,1,1,Eeklo,OOST-VLAANDEREN,VLAAMS GEWEST,Oost-Meetjesland,913,7,288,4,606,3,6,0,13,0,0,948
41002,V,18-29,1,0,Aalst,OOST-VLAANDEREN,VLAAMS GEWEST,Regio Aalst,5120,87,384,1,4323,84,115,2,298,0,0,5841
13035,M,60-69,1,1,Ravels,ANTWERPEN,VLAAMS GEWEST,Kempenland,448,0,61,0,378,0,1,0,8,0,0,472
45041,M,12-17,0,0,Ronse,OOST-VLAANDEREN,VLAAMS GEWEST,Vlaamse Ardennen,781,31,0,0,778,31,0,0,3,0,0,1120
23101,V,12-17,0,0,Sint-Genesius-Rode,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,497,31,0,0,481,29,5,2,11,0,0,761
34022,V,12-17,0,0,Kortrijk,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Kortrijk,1957,44,1,0,1839,43,94,1,23,0,0,2419
34027,V,80-89,1,1,Menen,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Menen,1009,25,253,4,747,21,2,0,7,0,0,1076
13010,V,70-79,1,1,Grobbendonk,ANTWERPEN,VLAAMS GEWEST,Middenkempen,563,1,179,0,380,1,2,0,2,0,0,586
35029,M,40-49,1,0,De Haan,WEST-VLAANDEREN,VLAAMS GEWEST,Oostkust,561,6,111,3,328,3,7,0,115,0,0,625
44020,V,18-29,1,0,Gavere,OOST-VLAANDEREN,VLAAMS GEWEST,Vlaamse Ardennen,775,3,78,0,633,3,20,0,44,0,0,818
73107,V,80-89,1,1,Maasmechelen,LIMBURG,VLAAMS GEWEST,Maasland,887,14,286,6,581,8,7,0,13,0,0,963
12025,M,40-49,1,0,Mechelen,ANTWERPEN,VLAAMS GEWEST,Mechelen-Katelijne,4963,29,445,1,3536,27,27,1,954,1,0,5528
37007,V,50-59,1,0,Meulebeke,WEST-VLAANDEREN,VLAAMS GEWEST,RITS,747,2,220,0,492,2,5,0,30,0,0,793
73001,V,80-89,1,1,Alken,LIMBURG,VLAAMS GEWEST,Herkenrode,336,1,118,0,196,1,4,0,18,0,0,354
46014,V,70-79,1,1,Lokeren,OOST-VLAANDEREN,VLAAMS GEWEST,Z-W-Waasland,1742,12,204,1,1520,11,6,0,12,0,0,1813
23027,V,12-17,0,0,Halle,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,1148,34,1,0,1121,33,4,1,22,0,0,1437
11022,M,40-49,1,0,Kalmthout,ANTWERPEN,VLAAMS GEWEST,Noorderkempen,1057,5,57,0,960,5,13,0,26,1,0,1127
31043,V,60-69,1,0,Knokke,WEST-VLAANDEREN,VLAAMS GEWEST,Oostkust,1422,10,749,7,629,3,20,0,24,0,0,1509
