NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,POPULATION_NBR
34040,M,70-79,1,1,Waregem,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Waregem,1643,9,619,4,1002,4,7,0,15,0,1,1687
12040,V,50-59,1,0,Willebroek,ANTWERPEN,VLAAMS GEWEST,Klein-Brabant Vaartland,1667,8,385,2,1156,6,22,0,104,0,0,1774
23097,V,80-89,1,1,Roosdaal,VLAAMS-BRABANT,VLAAMS GEWEST,Pajottenland,318,2,56,0,249,2,0,0,13,0,0,329
36015,M,30-39,1,0,Roeselare,WEST-VLAANDEREN,VLAAMS GEWEST,Midden WVL,3692,52,137,1,3423,50,22,1,110,0,0,4371
72020,V,60-69,1,1,Lommel,LIMBURG,VLAAMS GEWEST,Noord-Limburg,1013,4,182,2,826,2,2,0,3,0,0,1056
12009,V,70-79,1,1,Duffel,ANTWERPEN,VLAAMS GEWEST,Pallieterland,846,5,355,4,481,1,6,0,4,0,0,870
38014,V,90-100+,1,1,Koksijde,WEST-VLAANDEREN,VLAAMS GEWEST,Westkust & Polder,227,10,32,1,182,9,1,0,12,0,0,251
11030,M,70-79,1,1,Niel,ANTWERPEN,VLAAMS GEWEST,RupeLaar,330,2,47,0,277,2,2,0,4,0,0,341
44085,V,50-59,1,0,Lovendegem,OOST-VLAANDEREN,VLAAMS GEWEST,West-Meetjesland,1907,8,226,2,1486,6,44,0,150,1,0,1969
71045,V,12-17,0,0,Nieuwerkerken,LIMBURG,VLAAMS GEWEST,Haspengouw,224,1,0,0,218,1,0,0,6,0,0,243
44073,V,50-59,1,0,Wachtebeke,OOST-VLAANDEREN,VLAAMS GEWEST,Scheldekracht,553,3,183,0,328,3,4,0,38,0,0,580
72043,V,50-59,1,0,Overpelt,LIMBURG,VLAAMS GEWEST,Noord-Limburg,2305,7,909,3,1245,4,25,0,126,0,0,2467
44085,V,60-69,1,1,Lovendegem,OOST-VLAANDEREN,VLAAMS GEWEST,West-Meetjesland,820,3,147,1,667,2,4,0,2,0,0,843
72042,V,18-29,1,0,Opglabbeek,LIMBURG,VLAAMS GEWEST,Kemp en Duin,1343,6,140,0,1141,6,35,0,27,0,0,1484
73006,V,50-59,1,0,Bilzen,LIMBURG,VLAAMS GEWEST,ZOLim,2297,7,1097,5,1081,2,48,0,71,0,0,2428
72030,M,50-59,1,0,Peer,LIMBURG,VLAAMS GEWEST,Noord-Limburg,1230,6,323,4,803,2,11,0,93,0,0,1289
36019,V,60-69,1,0,Staden,WEST-VLAANDEREN,VLAAMS GEWEST,Midden WVL,292,1,97,0,188,1,3,0,4,0,0,306
13001,M,12-17,0,0,Arendonk,ANTWERPEN,VLAAMS GEWEST,Kempenland,420,12,0,0,412,12,0,0,8,0,0,456
71037,M,60-69,1,0,Lummen,LIMBURG,VLAAMS GEWEST,MidWestLim,535,2,49,0,476,2,1,0,9,0,0,555
45063,M,30-39,1,0,Sint-Maria-Lierde,OOST-VLAANDEREN,VLAAMS GEWEST,Panacea,375,1,13,0,354,1,1,0,7,0,0,399
45041,V,30-39,1,0,Ronse,OOST-VLAANDEREN,VLAAMS GEWEST,Vlaamse Ardennen,1293,28,108,0,1135,28,22,0,28,0,0,1618
37010,V,60-69,1,0,Oostrozebeke,WEST-VLAANDEREN,VLAAMS GEWEST,RITS,223,0,60,0,160,0,1,0,2,0,0,229
37002,M,18-29,1,0,Dentergem,WEST-VLAANDEREN,VLAAMS GEWEST,RITS,546,8,11,0,475,8,1,0,59,0,0,609
44064,M,30-39,1,0,Sint-Martens-Latem,OOST-VLAANDEREN,VLAAMS GEWEST,Schelde en Leie,312,3,11,1,287,2,7,0,7,0,0,340
37010,V,90-100+,1,1,Oostrozebeke,WEST-VLAANDEREN,VLAAMS GEWEST,RITS,43,1,14,1,25,0,0,0,4,0,0,47
38014,M,18-29,1,0,Koksijde,WEST-VLAANDEREN,VLAAMS GEWEST,Westkust & Polder,919,15,35,0,822,15,12,0,50,0,0,1030
23081,M,40-49,1,0,Steenokkerzeel,VLAAMS-BRABANT,VLAAMS GEWEST,BraVio,727,5,68,1,577,4,2,0,80,0,0,819
23032,V,0-11,0,0,Herne,VLAAMS-BRABANT,VLAAMS GEWEST,Pajottenland,19,2,0,0,19,2,0,0,0,0,0,388
24001,V,12-17,0,0,Aarschot,VLAAMS-BRABANT,VLAAMS GEWEST,Demerland,774,7,1,0,751,7,1,0,21,0,0,835
23060,V,18-29,1,0,Opwijk,VLAAMS-BRABANT,VLAAMS GEWEST,Amalo,811,10,70,0,706,10,10,0,25,0,0,933
13044,V,60-69,1,0,Vorselaar,ANTWERPEN,VLAAMS GEWEST,Middenkempen,290,0,54,0,230,0,1,0,5,0,0,297
12002,M,50-59,1,0,Berlaar,ANTWERPEN,VLAAMS GEWEST,Pallieterland,885,0,313,0,483,0,6,0,83,0,0,924
41034,V,60-69,1,1,Lede,OOST-VLAANDEREN,VLAAMS GEWEST,Regio Aalst,577,3,125,0,438,3,6,0,8,0,0,597
72004,V,50-59,1,0,Bree,LIMBURG,VLAAMS GEWEST,Kemp en Duin,1134,4,222,0,748,4,17,0,147,0,0,1181
24007,M,80-89,1,1,Begijnendijk,VLAAMS-BRABANT,VLAAMS GEWEST,Demerland,234,5,45,1,182,4,1,0,6,0,0,241
45059,V,80-89,1,1,Brakel,OOST-VLAANDEREN,VLAAMS GEWEST,Panacea,529,7,143,2,366,5,2,0,18,0,0,550
23081,V,60-69,1,0,Steenokkerzeel,VLAAMS-BRABANT,VLAAMS GEWEST,BraVio,372,1,56,1,309,0,5,0,2,0,0,394
23094,M,30-39,1,0,Zaventem,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,1723,62,51,3,1583,58,23,1,65,1,0,2251
11018,M,18-29,1,0,Hemiksem,ANTWERPEN,VLAAMS GEWEST,RupeLaar,649,10,14,0,607,10,4,0,24,0,0,776
11053,V,70-79,1,1,Wuustwezel,ANTWERPEN,VLAAMS GEWEST,Noorderkempen,819,8,261,2,545,6,0,0,13,0,0,846
33016,M,40-49,1,0,Mesen,WEST-VLAANDEREN,VLAAMS GEWEST,Westhoek,49,1,14,1,29,0,2,0,4,0,0,67
24086,M,90-100+,1,1,Oud-Heverlee,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Zuid,23,3,11,3,11,0,0,0,1,0,0,28
