NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
46014,V,50-59,1,0,2908,Lokeren,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,442,370,2,212,392,157,47,1,1
44019,V,60-69,1,0,1169,Evergem,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,187,615,0,90,163,525,22,0,2
13029,M,60-69,1,1,382,Olen,Antwerpen,Vlaams Gewest,Middenkempen,20,367,0,111,14,256,4,0,2
31040,M,70-79,1,1,1073,Zedelgem,West-Vlaanderen,Vlaams Gewest,WE40,72,1017,0,136,70,881,1,0,1
71067,M,50-59,1,0,576,Zutendaal,Limburg,Vlaams Gewest,Kemp en Duin,25,59,1,33,21,26,3,0,0
46024,M,70-79,1,1,833,Stekene,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,297,556,0,119,294,436,1,1,2
73006,V,60-69,1,0,1135,Bilzen,Limburg,Vlaams Gewest,Zuid-Oost Limburg,118,647,0,196,96,450,18,1,4
46025,V,20-29,1,0,1800,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,157,216,2,128,135,83,19,5,1
12029,V,30-39,1,0,1067,Putte,Antwerpen,Vlaams Gewest,Bonstato,152,142,7,98,129,41,14,3,2
37017,M,90-100+,1,1,40,Wielsbeke,West-Vlaanderen,Vlaams Gewest,Regio Waregem,9,33,0,29,6,4,0,0,3
24007,V,60-69,1,0,392,Begijnendijk,Vlaams-Brabant,Vlaams Gewest,Demerland,53,227,0,32,52,195,0,0,1
72043,M,50-59,1,0,2513,Pelt,Limburg,Vlaams Gewest,Noord-Limburg,89,66,0,43,76,18,10,5,3
33029,V,70-79,1,1,962,Wervik,West-Vlaanderen,Vlaams Gewest,Regio Menen,160,802,0,355,158,447,2,0,0
72021,V,10-19,1,0,249,Maaseik,Limburg,Vlaams Gewest,Maasland,7,6,1,1,6,5,0,0,0
31033,M,70-79,1,1,946,Torhout,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,245,690,0,242,242,448,0,0,3
23096,M,70-79,1,1,865,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO,149,739,0,280,145,459,3,0,1
46024,M,20-29,1,0,971,Stekene,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,29,38,0,20,25,18,4,0,0
71017,V,30-39,1,0,554,Gingelom,Limburg,Vlaams Gewest,Haspengouw,71,58,3,51,68,7,0,0,0
23104,V,60-69,1,0,337,Lennik,Vlaams-Brabant,Vlaams Gewest,Pajottenland,51,194,0,46,48,147,2,1,1
31043,V,40-49,1,0,1637,Knokke-Heist,West-Vlaanderen,Vlaams Gewest,Oostkust,202,249,17,95,159,152,25,2,1
43014,M,70-79,1,1,306,Sint-Laureins,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,27,289,0,88,24,201,2,0,1
23033,V,30-39,1,0,699,Hoeilaart,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,54,60,1,36,52,23,1,1,0
